id,belongs_to_collection,budget,popularity,revenue,release_year,release_day,outcome,en,EUR + AUS,ASIA + AFRICA,AMERICA,Paramount Pictures,other_companies,Warner Bros.,Universal Pictures,Twentieth Century Fox Film Corporation,Thriller,Romance,Action,Drama,Comedy,Friday,Monday,Saturday,Thursday,Tuesday,Wednesday,budget_year_ratio
1211,1,270000000,13.284712,391081192,2006,Wednesday,FALSE,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5
1212,1,46000000,7.420019,107196498,2000,Thursday,TRUE,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
1213,0,25000000,11.746053,119772232,2012,Tuesday,TRUE,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3
1214,0,60000000,8.259952,78309131,2011,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
1215,0,30000000,6.212898,102000000,2010,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1216,1,13000000,6.361343,23727301,2005,Wednesday,FALSE,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2
1217,0,5000000,13.336773,9760104,2009,Friday,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1218,0,38000000,8.450799,205298907,2009,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4
1219,0,645180,5.841931,14743391,1989,Friday,TRUE,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1220,0,250000,0.386717,23859,2010,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1221,0,22500000,9.615664,15520023,2014,Thursday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
1222,1,5200000,6.700173,2459895,1990,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
1223,1,26000000,12.638573,90426405,2003,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1224,1,13980050,6.345885,14481606,1986,Friday,FALSE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
1225,0,3500000,6.488277,3775000,2016,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1226,1,2410000,9.110348,10755447,1985,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1227,0,41075936,7.089084,34710627,2011,Friday,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4
1228,0,18000000,7.69684,25312387,2014,Sunday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
1229,0,15786143,2.821608,8674093,1988,Wednesday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1230,0,5000000,0.619657,3000000,1970,Wednesday,FALSE,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2
1231,0,5000000,7.007993,5129058,2010,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1232,0,21760311,5.695003,30524763,1992,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
1233,0,60000000,8.905732,87784194,2009,Friday,FALSE,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5
1234,0,25000000,11.299673,65884703,1983,Thursday,TRUE,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,3
1235,0,40000000,9.530278,31670620,2005,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4
1236,1,13000000,2.62835,3752426,1991,Monday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2
1237,0,800000,2.46167,6792000,1965,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1238,0,4361898,2.873356,3031801,2003,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1239,0,3500000,6.097684,4159678,2010,Friday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1240,0,116000000,9.86738,102000000,2004,Friday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5
1241,0,8000000,8.172013,6491240,2010,Tuesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2
1242,0,950000,9.62025,7022209,2005,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1243,1,5000000,1.792402,55635037,2007,Friday,TRUE,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1244,1,4200000,8.803869,32000000,2004,Sunday,TRUE,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1245,0,50000000,10.337211,224803475,2013,Thursday,TRUE,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
1246,1,35000000,11.736241,57120318,1990,Tuesday,FALSE,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,4
1247,0,210000,3.424057,5000000,1953,Saturday,TRUE,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1248,0,6000000,13.293569,1317657,1982,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2
1249,1,4000000,1.760091,1730000,2004,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
1250,0,6000000,6.714577,102308889,1969,Tuesday,TRUE,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
1251,1,20000000,5.990572,153698625,1993,Friday,TRUE,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1252,1,6500000,23.242452,255273813,2014,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1253,0,3705538,7.404329,62548947,1992,Wednesday,TRUE,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
1254,0,12000000,8.816951,37170057,1992,Friday,TRUE,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
1255,0,12000000,8.025118,11293663,2007,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2
1256,1,95000000,9.785895,226497209,2010,Monday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1257,0,20000000,12.763976,4634062,2011,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3
1258,0,1752000,11.709777,5000000,1950,Thursday,TRUE,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1259,1,12000000,13.065315,43493123,2008,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1260,0,33000000,7.418574,62022014,2006,Sunday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
1261,0,23000000,12.21459,79799880,2015,Friday,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1262,0,42973358,16.373622,76586316,2013,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1263,0,3000000,5.493697,2807390,1998,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1264,0,25000000,13.72021,10736401,1992,Friday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1265,0,10645914,1.014961,6321392,1980,Friday,FALSE,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,2
1266,1,6415851,0.318437,10198357,2010,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2
1267,0,5429000,33.536359,5000000,2017,Friday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1268,0,5500000,2.942711,22159216,2015,Friday,TRUE,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2
1269,0,25000000,8.88057,147780440,2011,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
1270,1,7000000,5.701278,13818181,2003,Friday,FALSE,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
1271,0,3000000,10.893224,11947954,2012,Monday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1272,0,70000000,6.753746,202466756,2011,Tuesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
1273,1,5000000,10.510468,38610009,2009,Tuesday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1274,1,65000000,0.948759,240159255,2012,Wednesday,TRUE,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
1275,1,650000,7.814255,33245,2010,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
1276,0,72000000,11.211568,408247917,2002,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5
1277,0,18000000,7.521346,26828365,1989,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1278,0,12000000,12.159818,81272766,2012,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
1279,0,14824573,0.000844,989000,1987,Friday,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1280,0,28000000,7.954623,16374328,2016,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4
1281,0,37546495,5.378833,16017403,2001,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4
1282,0,30000000,2.899809,13130349,1997,Friday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1283,0,46096073,8.844452,3214116,2015,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
1284,1,68000000,10.97633,118063304,1997,Thursday,FALSE,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,5
1285,1,30000000,21.946943,373554033,1995,Monday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
1286,0,15000000,15.553313,61548707,2015,Thursday,TRUE,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
1287,0,10000000,6.370105,1631839,2000,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2
1288,1,10000000,17.602928,52882018,2015,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1289,0,65000000,19.083823,84785914,2007,Friday,FALSE,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5
1290,0,25000000,8.338562,163670000,2009,Saturday,TRUE,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3
1291,1,800000,11.84696,14000000,1984,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1292,1,12518281,9.442756,21134374,1982,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2
1293,0,130000000,10.747642,243843127,2013,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
1294,0,4536353,0.780748,243000,2016,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
1295,0,18000000,9.746725,1831348,2006,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
1296,0,88000000,21.14796,243637091,2015,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5
1297,0,777000,8.152085,2437000,1971,Thursday,TRUE,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1298,0,42000000,8.371005,63781810,2002,Wednesday,FALSE,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4
1299,1,2000000,3.3924,2260622,1994,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1300,0,12000000,4.726238,21026290,2014,Wednesday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1301,0,10000000,7.176601,47410000,1990,Friday,TRUE,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2
1302,0,36000000,9.244469,189712432,2011,Thursday,TRUE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1303,0,15000000,11.239012,59389433,2011,Wednesday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
1304,0,15793577,2.238458,5979011,1988,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
1305,0,850000,3.334942,819939,2003,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
1306,0,14000000,8.093442,16002420,2015,Friday,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1307,0,40086458,5.769957,7000000,2010,Tuesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
1308,0,10000000,3.033797,1759252,2011,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1309,0,46096073,7.87202,4719695,2015,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
1310,1,4000000,5.099557,29456000,1997,Tuesday,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1311,0,19941549,9.904821,36489888,1991,Friday,FALSE,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3
1312,0,20000000,10.038613,51416464,2009,Tuesday,TRUE,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3
1313,0,90000000,11.605735,182290266,2003,Tuesday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5
1314,0,500000,0.482527,500000,2006,Friday,FALSE,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1315,0,2500000,1.216497,230069,2016,Sunday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1316,1,145000000,12.256689,609123048,2014,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5
1317,0,30000000,8.040589,135130999,1993,Wednesday,TRUE,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4
1318,1,13064071,1.567626,10676194,1983,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
1319,0,17500000,7.481125,19179969,2006,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1320,0,7000000,6.904831,560069,1996,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2
1321,1,75000000,8.940007,142400065,2005,Monday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
1322,0,27220000,12.388833,5496951,2013,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
1323,0,22000000,11.275132,9479718,2010,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
1324,0,1200000,8.471302,760883,1983,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1325,0,7000000,7.791952,19595031,1988,Friday,TRUE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1326,0,22233928,7.074042,19978961,2013,Saturday,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1327,0,15000000,7.492658,35485608,2013,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1328,0,28000000,13.143061,133346506,2015,Friday,TRUE,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4
1329,0,2000000,11.276024,22179430,2007,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1330,0,70000000,3.062626,11263966,1999,Wednesday,FALSE,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,5
1331,1,15793577,8.948565,239606210,1988,Thursday,TRUE,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
1332,1,2676387,12.994387,93600000,1955,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1333,0,40000000,6.417385,84601681,2008,Friday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4
1334,0,9100000,4.23908,76000000,2008,Thursday,TRUE,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2
1335,0,450000,2.333661,973525,2006,Wednesday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1336,0,10500000,4.668541,11582891,1990,Friday,FALSE,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1337,0,4000000,11.609441,119723856,2003,Sunday,TRUE,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1338,0,1000000,2.301183,16000000,1975,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1339,1,28000000,17.26045,96188903,2010,Monday,TRUE,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
1340,1,80000000,7.309903,121059225,2009,Wednesday,FALSE,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,5
1341,0,1300000,6.636872,10750000,1951,Monday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1342,0,25000000,1.466461,12000000,1999,Friday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1343,0,9000000,6.484495,28607524,1986,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1344,0,17000000,7.19669,20455276,2009,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
1345,0,41026866,11.127884,12382362,2005,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4
1346,0,44500000,14.238234,232324128,2012,Thursday,TRUE,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,5
1347,1,30000000,8.032638,15556340,1991,Wednesday,FALSE,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
1348,0,35000000,8.155604,23083334,2016,Friday,FALSE,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
1349,0,46650552,6.549788,3384747,2017,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
1350,0,31000000,5.418428,53208180,1990,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
1351,0,1250000,8.731331,11000000,1945,Sunday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1352,0,45000000,6.84109,92374674,2005,Thursday,TRUE,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
1353,1,12000000,6.140116,40855419,2008,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
1354,0,10000000,6.638116,26488734,1995,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1355,0,16000000,9.101896,66468332,2001,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1356,1,150000000,1.456541,373062864,2009,Tuesday,TRUE,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5
1357,0,2000000,0.570293,696681,2005,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1358,0,50000000,6.496271,6808550,2004,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
1359,0,70000000,16.316318,215529201,2014,Wednesday,TRUE,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,5
1360,0,21736805,0.575656,3206713,1992,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3
1361,1,20000000,13.591485,17280326,2009,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,3
1362,0,4520000,3.372304,7175592,1983,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1363,0,6000000,7.217205,5809330,2014,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1364,1,50000000,17.126768,159773545,1992,Friday,TRUE,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5
1365,0,36897216,7.601439,1929168,1998,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4
1366,0,15000000,3.550711,9902115,2000,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3
1367,0,73000000,11.604533,103891409,1998,Friday,FALSE,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1368,0,14000000,8.30721,154864401,1993,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
1369,0,50000000,9.930326,38955598,2003,Friday,FALSE,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5
1370,1,19000000,10.187278,40846082,1999,Friday,TRUE,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3
1371,0,30000000,11.589835,210819611,2009,Wednesday,TRUE,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1372,0,18000000,6.303384,11500000,1984,Saturday,FALSE,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3
1373,0,40934549,10.107677,3537961,2004,Monday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
1374,0,891000,0.179246,229000,1998,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1375,0,43000000,10.536255,80049764,2000,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
1376,0,55000000,15.178338,127600435,1995,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5
1377,0,662141,1.233446,1606624,1943,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1378,0,400000,0.218588,43719,2001,Thursday,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1379,0,85000000,14.048694,252712101,1997,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5
1380,1,45000000,13.53003,73762516,2008,Friday,FALSE,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,5
1381,0,13064071,2.738,28400000,1983,Friday,TRUE,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1382,1,1800000,6.694959,41158757,1971,Saturday,TRUE,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
1383,1,260000000,39.186819,604942143,2017,Wednesday,TRUE,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
1384,0,15000000,9.895652,34533783,2008,Friday,TRUE,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
1385,1,3000000,1.412333,19010585,2010,Wednesday,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1386,1,30000000,7.554848,133949270,1999,Saturday,TRUE,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1387,1,7000000,11.789813,200182160,1979,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1388,0,30000000,4.655727,13273595,1993,Friday,FALSE,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4
1389,0,25000000,6.851628,4152230,1999,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
1390,1,11416666,8.271179,30231200,2008,Thursday,TRUE,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
1391,1,17000000,5.772293,78247647,1989,Friday,TRUE,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3
1392,0,4600000,4.342418,25000000,2013,Friday,TRUE,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1393,0,4500000,7.522655,1261000,1986,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1394,1,110000000,17.159576,333011068,1997,Thursday,TRUE,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
1395,1,61000000,41.225769,311256926,2015,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
1396,0,1000000,7.666558,34522221,2011,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1397,0,32472301,4.13905,3692836,1996,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4
1398,0,20000000,17.136672,35739755,1993,Wednesday,FALSE,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3
1399,0,15000000,15.388875,78054825,2011,Saturday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
1400,0,7000000,7.738924,2697930,2005,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2
